FactID,GeografiaID,EstudianteID,TiempoID,TotalPrompts,SessionLengthMin,NumeroSesiones,ConsumoAguaEstimado,FactorConsumoLitros
2404,13,1,348,5,18.72,1,2.5,0.5
2405,1,19,199,4,10.28,1,2.0,0.5
2406,17,16,321,2,11.02,1,1.0,0.5
2407,6,21,225,4,15.12,1,2.0,0.5
2408,4,13,29,6,22.42,1,3.0,0.5
2409,20,17,360,7,25.53,1,3.5,0.5
2410,16,18,324,8,35.99,1,4.0,0.5
2411,15,18,44,2,11.02,1,1.0,0.5
2412,15,18,355,8,21.18,1,4.0,0.5
2413,6,4,187,7,39.22,1,3.5,0.5
2414,15,7,233,8,21.43,1,4.0,0.5
2415,14,18,189,2,9.83,1,1.0,0.5
2416,11,21,65,2,9.25,1,1.0,0.5
2417,7,20,19,2,4.96,1,1.0,0.5
2418,9,16,78,9,33.04,1,4.5,0.5
2419,16,21,203,4,23.46,1,2.0,0.5
2420,5,19,324,2,7.29,1,1.0,0.5
2421,20,10,274,3,16.42,1,1.5,0.5
2422,10,15,130,31,75.22,1,15.5,0.5
2423,18,19,227,4,15.42,1,2.0,0.5
2424,3,15,92,4,10.13,1,2.0,0.5
2425,13,17,105,17,44.39,1,8.5,0.5
2426,11,5,309,3,12.64,1,1.5,0.5
2427,17,10,15,4,19.02,1,2.0,0.5
2428,13,16,34,4,20.76,1,2.0,0.5
2429,6,3,326,5,18.88,1,2.5,0.5
2430,17,12,142,3,12.08,1,1.5,0.5
2431,13,7,82,2,8.77,1,1.0,0.5
2432,19,15,154,1,5.86,1,0.5,0.5
2433,19,13,120,6,32.55,1,3.0,0.5
2434,10,20,35,10,28.78,1,5.0,0.5
2435,3,16,127,14,54.77,1,7.0,0.5
2436,14,15,115,5,23.48,1,2.5,0.5
2437,19,21,177,5,26.62,1,2.5,0.5
2438,5,17,42,12,32.28,1,6.0,0.5
2439,5,16,127,9,32.05,1,4.5,0.5
2440,20,18,322,5,25.4,1,2.5,0.5
2441,17,19,128,4,21.09,1,2.0,0.5
2442,10,15,79,9,28.76,1,4.5,0.5
2443,5,21,42,4,17.43,1,2.0,0.5
2444,4,8,85,4,16.49,1,2.0,0.5
2445,6,3,284,4,17.6,1,2.0,0.5
2446,4,15,68,5,12.46,1,2.5,0.5
2447,7,18,143,10,47.52,1,5.0,0.5
2448,7,15,241,3,12.11,1,1.5,0.5
2449,18,13,345,13,35.54,1,6.5,0.5
2450,3,17,84,2,8.91,1,1.0,0.5
2451,1,20,318,6,15.71,1,3.0,0.5
2452,4,10,163,3,17.11,1,1.5,0.5
2453,6,17,185,9,41.21,1,4.5,0.5
2454,9,15,283,33,81.47,1,16.5,0.5
2455,14,1,329,3,11.68,1,1.5,0.5
2456,12,7,204,3,19.51,1,1.5,0.5
2457,20,20,38,8,42.19,1,4.0,0.5
2458,4,17,93,5,25.09,1,2.5,0.5
2459,12,14,311,3,16.3,1,1.5,0.5
2460,10,19,166,8,28.9,1,4.0,0.5
2461,7,15,174,4,13.66,1,2.0,0.5
2462,3,18,331,3,12.5,1,1.5,0.5
2463,14,5,124,1,2.71,1,0.5,0.5
2464,10,18,18,10,25.73,1,5.0,0.5
2465,16,18,7,6,26.7,1,3.0,0.5
2466,16,21,242,7,24.69,1,3.5,0.5
2467,10,17,104,2,6.72,1,1.0,0.5
2468,13,17,329,6,20.48,1,3.0,0.5
2469,6,15,59,10,23.28,1,5.0,0.5
2470,12,18,271,5,24.23,1,2.5,0.5
2471,9,20,336,4,9.99,1,2.0,0.5
2472,13,3,250,3,12.14,1,1.5,0.5
2473,4,20,312,2,7.48,1,1.0,0.5
2474,11,19,43,3,12.89,1,1.5,0.5
2475,20,12,111,2,11.82,1,1.0,0.5
2476,18,5,299,1,8.47,1,0.5,0.5
2477,11,14,308,5,14.63,1,2.5,0.5
2478,4,20,34,1,7.37,1,0.5,0.5
2479,18,21,14,15,34.45,1,7.5,0.5
2480,1,21,302,2,10.72,1,1.0,0.5
2481,7,2,138,7,33.94,1,3.5,0.5
2482,6,18,69,9,31.73,1,4.5,0.5
2483,15,2,178,2,8.12,1,1.0,0.5
2484,18,7,149,12,40.13,1,6.0,0.5
2485,11,8,240,1,2.69,1,0.5,0.5
2486,20,20,206,9,19.61,1,4.5,0.5
2487,15,21,48,13,30.56,1,6.5,0.5
2488,16,13,271,5,15.84,1,2.5,0.5
2489,7,17,230,2,11.44,1,1.0,0.5
2490,10,9,204,6,32.62,1,3.0,0.5
2491,12,3,184,2,7.04,1,1.0,0.5
2492,14,20,219,15,64.14,1,7.5,0.5
2493,5,4,24,12,30.51,1,6.0,0.5
2494,18,17,235,10,35.03,1,5.0,0.5
2495,5,15,285,13,51.32,1,6.5,0.5
2496,3,20,325,1,5.85,1,0.5,0.5
2497,5,17,52,1,3.93,1,0.5,0.5
2498,17,19,295,1,2.94,1,0.5,0.5
2499,19,16,186,3,18.45,1,1.5,0.5
2500,19,17,3,4,12.59,1,2.0,0.5
2501,12,15,106,6,23.78,1,3.0,0.5
2502,9,14,141,7,34.66,1,3.5,0.5
2503,1,19,51,7,15.48,1,3.5,0.5
2504,18,19,92,1,1.83,1,0.5,0.5
2505,4,18,329,14,51.78,1,7.0,0.5
2506,10,20,200,9,45.82,1,4.5,0.5
2507,7,17,205,8,32.73,1,4.0,0.5
2508,1,2,217,4,21.42,1,2.0,0.5
2509,17,19,333,6,19.64,1,3.0,0.5
2510,2,2,298,15,56.15,1,7.5,0.5
2511,11,18,136,1,4.82,1,0.5,0.5
2512,9,7,157,9,24.06,1,4.5,0.5
2513,7,1,64,2,12.52,1,1.0,0.5
2514,17,19,346,3,7.8,1,1.5,0.5
2515,17,19,54,3,14.97,1,1.5,0.5
2516,2,11,364,7,33.78,1,3.5,0.5
2517,6,20,129,15,31.56,1,7.5,0.5
2518,14,11,217,8,37.16,1,4.0,0.5
2519,6,17,315,7,24.06,1,3.5,0.5
2520,2,11,355,3,14.67,1,1.5,0.5
2521,1,7,315,2,7.61,1,1.0,0.5
2522,10,16,302,1,4.58,1,0.5,0.5
2523,5,15,167,11,38.54,1,5.5,0.5
2524,2,21,162,6,23.68,1,3.0,0.5
2525,16,16,23,3,13.98,1,1.5,0.5
2526,2,7,127,2,7.08,1,1.0,0.5
2527,10,17,336,2,12.09,1,1.0,0.5
2528,2,11,301,1,5.67,1,0.5,0.5
2529,16,17,227,8,19.98,1,4.0,0.5
2530,16,9,197,5,12.65,1,2.5,0.5
2531,19,20,162,7,15.5,1,3.5,0.5
2532,7,3,308,3,11.44,1,1.5,0.5
2533,12,13,293,19,44.38,1,9.5,0.5
2534,15,6,175,4,9.56,1,2.0,0.5
2535,8,12,210,13,35.94,1,6.5,0.5
2536,6,16,172,2,12.63,1,1.0,0.5
2537,10,15,109,3,7.13,1,1.5,0.5
2538,3,9,116,1,4.64,1,0.5,0.5
2539,19,14,335,3,12.16,1,1.5,0.5
2540,17,16,66,4,15.86,1,2.0,0.5
2541,7,6,54,3,13.14,1,1.5,0.5
2542,20,6,192,13,27.14,1,6.5,0.5
2543,4,6,275,3,17.26,1,1.5,0.5
2544,14,20,132,7,27.56,1,3.5,0.5
2545,20,15,199,9,23.44,1,4.5,0.5
2546,15,14,131,4,11.38,1,2.0,0.5
2547,8,20,288,2,11.54,1,1.0,0.5
2548,15,19,347,11,32.48,1,5.5,0.5
2549,20,11,260,4,12.32,1,2.0,0.5
2550,14,11,109,6,24.57,1,3.0,0.5
2551,9,18,211,1,2.25,1,0.5,0.5
2552,8,20,246,4,11.33,1,2.0,0.5
2553,17,10,132,12,28.97,1,6.0,0.5
2554,2,15,285,2,11.25,1,1.0,0.5
2555,3,6,229,7,34.6,1,3.5,0.5
2556,8,21,164,12,45.94,1,6.0,0.5
2557,12,16,142,9,26.29,1,4.5,0.5
2558,1,18,310,2,9.62,1,1.0,0.5
2559,10,19,337,3,9.17,1,1.5,0.5
2560,20,16,124,2,8.12,1,1.0,0.5
2561,3,4,306,12,30.64,1,6.0,0.5
2562,6,9,277,4,15.56,1,2.0,0.5
2563,7,18,327,5,20.05,1,2.5,0.5
2564,20,8,239,4,12.23,1,2.0,0.5
2565,18,17,112,2,8.74,1,1.0,0.5
2566,11,15,70,3,9.89,1,1.5,0.5
2567,19,15,195,8,26.8,1,4.0,0.5
2568,5,5,51,1,6.5,1,0.5,0.5
2569,19,10,119,6,26.67,1,3.0,0.5
2570,11,1,239,7,23.33,1,3.5,0.5
2571,12,1,354,3,16.65,1,1.5,0.5
2572,10,1,47,2,9.35,1,1.0,0.5
2573,8,20,33,4,19.31,1,2.0,0.5
2574,9,14,316,4,9.32,1,2.0,0.5
2575,4,7,270,1,3.25,1,0.5,0.5
2576,5,7,167,1,4.66,1,0.5,0.5
2577,8,2,130,4,16.37,1,2.0,0.5
2578,9,15,10,4,15.26,1,2.0,0.5
2579,15,18,53,2,11.36,1,1.0,0.5
2580,15,2,363,3,14.23,1,1.5,0.5
2581,16,5,331,6,25.84,1,3.0,0.5
2582,14,17,3,2,9.71,1,1.0,0.5
2583,8,4,343,2,8.0,1,1.0,0.5
2584,18,17,16,2,13.64,1,1.0,0.5
2585,10,9,17,9,20.98,1,4.5,0.5
2586,20,21,61,1,7.47,1,0.5,0.5
2587,6,2,312,8,25.29,1,4.0,0.5
2588,12,21,120,2,9.81,1,1.0,0.5
2589,2,18,145,9,37.19,1,4.5,0.5
2590,7,6,249,1,7.75,1,0.5,0.5
2591,16,20,90,9,24.74,1,4.5,0.5
2592,3,18,228,11,29.45,1,5.5,0.5
2593,13,17,252,1,3.55,1,0.5,0.5
2594,3,7,342,2,6.71,1,1.0,0.5
2595,18,17,91,8,41.33,1,4.0,0.5
2596,11,4,29,1,4.33,1,0.5,0.5
2597,8,2,92,4,14.39,1,2.0,0.5
2598,6,19,51,1,9.25,1,0.5,0.5
2599,1,20,250,6,28.08,1,3.0,0.5
2600,1,11,341,3,6.98,1,1.5,0.5
2601,8,6,321,5,25.13,1,2.5,0.5
2602,5,19,343,1,4.2,1,0.5,0.5
2603,16,16,322,12,49.99,1,6.0,0.5
2604,11,13,45,2,11.21,1,1.0,0.5
2605,5,2,311,1,3.78,1,0.5,0.5
2606,4,3,127,1,3.54,1,0.5,0.5
2607,6,9,338,1,8.13,1,0.5,0.5
2608,14,19,124,4,9.57,1,2.0,0.5
2609,19,21,27,6,22.48,1,3.0,0.5
2610,9,18,81,1,8.99,1,0.5,0.5
2611,12,18,3,1,5.92,1,0.5,0.5
2612,11,17,126,5,14.47,1,2.5,0.5
2613,14,15,133,1,4.04,1,0.5,0.5
2614,16,1,187,3,8.05,1,1.5,0.5
2615,1,20,14,1,4.63,1,0.5,0.5
2616,13,20,203,6,20.13,1,3.0,0.5
2617,13,19,80,2,10.48,1,1.0,0.5
2618,2,16,246,1,3.79,1,0.5,0.5
2619,4,16,246,1,7.69,1,0.5,0.5
2620,6,1,166,3,10.04,1,1.5,0.5
2621,5,11,216,3,13.23,1,1.5,0.5
2622,3,15,287,9,20.43,1,4.5,0.5
2623,1,19,71,3,9.98,1,1.5,0.5
2624,4,13,265,1,2.22,1,0.5,0.5
2625,20,16,39,4,12.55,1,2.0,0.5
2626,2,19,111,8,28.46,1,4.0,0.5
2627,5,16,118,22,69.81,1,11.0,0.5
2628,3,15,111,3,12.81,1,1.5,0.5
2629,9,19,331,1,6.99,1,0.5,0.5
2630,20,8,202,3,9.69,1,1.5,0.5
2631,6,21,204,9,24.72,1,4.5,0.5
2632,18,17,240,7,36.35,1,3.5,0.5
2633,6,19,149,4,13.54,1,2.0,0.5
2634,19,13,150,15,51.88,1,7.5,0.5
2635,12,21,228,3,8.43,1,1.5,0.5
2636,11,19,241,2,9.89,1,1.0,0.5
2637,2,17,279,12,29.75,1,6.0,0.5
2638,15,8,191,4,21.24,1,2.0,0.5
2639,12,13,56,1,4.21,1,0.5,0.5
2640,12,16,195,4,17.69,1,2.0,0.5
2641,9,4,331,8,18.67,1,4.0,0.5
2642,2,3,269,1,5.17,1,0.5,0.5
2643,3,21,364,7,29.67,1,3.5,0.5
2644,12,13,87,6,13.73,1,3.0,0.5
2645,16,16,165,7,19.04,1,3.5,0.5
2646,1,16,175,8,22.73,1,4.0,0.5
2647,3,18,350,11,49.81,1,5.5,0.5
2648,20,17,248,4,19.71,1,2.0,0.5
2649,2,14,307,13,35.88,1,6.5,0.5
2650,9,18,172,2,8.48,1,1.0,0.5
2651,19,19,280,8,42.19,1,4.0,0.5
2652,15,20,114,4,10.21,1,2.0,0.5
2653,18,3,250,9,34.52,1,4.5,0.5
2654,11,8,161,6,17.28,1,3.0,0.5
2655,16,11,59,5,22.2,1,2.5,0.5
2656,17,5,291,3,10.27,1,1.5,0.5
2657,5,20,3,1,8.61,1,0.5,0.5
2658,12,7,51,6,19.44,1,3.0,0.5
2659,11,20,143,4,18.85,1,2.0,0.5
2660,15,16,329,1,3.97,1,0.5,0.5
2661,3,5,201,1,6.11,1,0.5,0.5
2662,1,5,287,4,17.11,1,2.0,0.5
2663,20,21,274,3,15.72,1,1.5,0.5
2664,16,21,66,2,8.94,1,1.0,0.5
2665,2,16,357,4,16.06,1,2.0,0.5
2666,2,4,144,4,20.38,1,2.0,0.5
2667,3,15,112,1,2.63,1,0.5,0.5
2668,8,19,82,5,23.86,1,2.5,0.5
2669,15,14,28,3,14.49,1,1.5,0.5
2670,7,16,205,4,21.51,1,2.0,0.5
2671,6,18,85,11,27.75,1,5.5,0.5
2672,9,8,313,3,6.96,1,1.5,0.5
2673,20,5,316,11,38.89,1,5.5,0.5
2674,1,19,68,5,20.97,1,2.5,0.5
2675,8,21,275,5,24.15,1,2.5,0.5
2676,3,18,212,5,11.48,1,2.5,0.5
2677,4,17,314,10,22.18,1,5.0,0.5
2678,15,6,318,2,12.57,1,1.0,0.5
2679,6,10,42,2,8.21,1,1.0,0.5
2680,15,6,287,4,18.36,1,2.0,0.5
2681,3,17,52,8,21.35,1,4.0,0.5
2682,14,16,74,9,22.71,1,4.5,0.5
2683,20,16,325,2,12.09,1,1.0,0.5
2684,14,13,25,3,17.0,1,1.5,0.5
2685,4,11,50,3,18.46,1,1.5,0.5
2686,12,7,78,11,49.37,1,5.5,0.5
2687,17,8,236,1,6.81,1,0.5,0.5
2688,7,17,56,19,51.67,1,9.5,0.5
2689,9,11,342,8,36.73,1,4.0,0.5
2690,3,21,327,4,15.22,1,2.0,0.5
2691,13,17,251,10,28.09,1,5.0,0.5
2692,15,21,3,1,4.79,1,0.5,0.5
2693,18,4,244,2,5.59,1,1.0,0.5
2694,19,2,119,2,8.78,1,1.0,0.5
2695,1,15,243,10,44.9,1,5.0,0.5
2696,6,4,36,2,5.8,1,1.0,0.5
2697,2,21,23,7,38.1,1,3.5,0.5
2698,14,17,147,6,28.7,1,3.0,0.5
2699,6,11,287,20,52.17,1,10.0,0.5
2700,14,6,4,1,5.13,1,0.5,0.5
2701,4,18,344,4,9.01,1,2.0,0.5
2702,8,1,35,8,20.69,1,4.0,0.5
2703,3,18,202,9,20.22,1,4.5,0.5
2704,19,18,96,1,0.43,1,0.5,0.5
2705,14,19,162,4,8.87,1,2.0,0.5
2706,20,17,102,10,24.31,1,5.0,0.5
2707,17,4,191,9,31.64,1,4.5,0.5
2708,8,17,63,10,41.84,1,5.0,0.5
2709,14,21,80,6,17.74,1,3.0,0.5
2710,6,17,279,2,7.22,1,1.0,0.5
2711,16,20,215,1,5.05,1,0.5,0.5
2712,19,7,180,2,6.83,1,1.0,0.5
2713,14,21,134,6,16.56,1,3.0,0.5
2714,19,21,10,4,12.23,1,2.0,0.5
2715,3,18,207,7,25.07,1,3.5,0.5
2716,10,8,65,15,33.14,1,7.5,0.5
2717,19,18,298,5,20.9,1,2.5,0.5
2718,9,17,184,20,64.75,1,10.0,0.5
2719,20,18,157,7,14.76,1,3.5,0.5
2720,13,9,202,10,48.26,1,5.0,0.5
2721,7,17,275,8,18.32,1,4.0,0.5
2722,14,18,34,3,15.44,1,1.5,0.5
2723,9,2,259,12,57.08,1,6.0,0.5
2724,19,18,178,7,17.44,1,3.5,0.5
2725,15,6,69,11,45.86,1,5.5,0.5
2726,20,10,306,3,6.74,1,1.5,0.5
2727,14,9,71,3,16.93,1,1.5,0.5
2728,6,20,350,3,13.54,1,1.5,0.5
2729,4,15,136,3,13.64,1,1.5,0.5
2730,8,1,187,2,11.61,1,1.0,0.5
2731,17,19,181,7,28.69,1,3.5,0.5
2732,9,14,125,6,16.88,1,3.0,0.5
2733,1,21,102,4,20.52,1,2.0,0.5
2734,20,21,291,12,26.13,1,6.0,0.5
2735,14,17,142,8,27.73,1,4.0,0.5
2736,11,17,219,6,24.67,1,3.0,0.5
2737,3,7,244,8,17.32,1,4.0,0.5
2738,9,20,104,3,12.89,1,1.5,0.5
2739,14,20,188,2,7.93,1,1.0,0.5
2740,9,13,53,10,23.25,1,5.0,0.5
2741,4,21,148,4,15.94,1,2.0,0.5
2742,4,10,61,2,7.94,1,1.0,0.5
2743,8,12,336,1,3.07,1,0.5,0.5
2744,2,19,222,7,25.69,1,3.5,0.5
2745,9,18,366,8,26.02,1,4.0,0.5
2746,14,16,13,9,33.28,1,4.5,0.5
2747,9,4,127,3,8.73,1,1.5,0.5
2748,16,20,56,11,34.78,1,5.5,0.5
2749,17,16,241,4,12.03,1,2.0,0.5
2750,16,16,36,5,22.39,1,2.5,0.5
2751,12,19,199,4,13.77,1,2.0,0.5
2752,3,17,318,5,18.79,1,2.5,0.5
2753,11,15,302,2,9.46,1,1.0,0.5
2754,14,15,333,6,21.39,1,3.0,0.5
2755,18,21,261,3,13.05,1,1.5,0.5
2756,5,17,289,1,7.78,1,0.5,0.5
2757,16,1,177,13,38.28,1,6.5,0.5
2758,20,6,149,3,13.4,1,1.5,0.5
2759,5,14,350,3,12.51,1,1.5,0.5
2760,3,17,256,17,61.74,1,8.5,0.5
2761,12,3,216,5,16.18,1,2.5,0.5
2762,1,18,94,5,24.75,1,2.5,0.5
2763,9,19,284,15,31.94,1,7.5,0.5
2764,9,21,40,1,2.32,1,0.5,0.5
2765,4,21,153,7,36.11,1,3.5,0.5
2766,3,19,21,5,12.44,1,2.5,0.5
2767,17,15,214,7,31.46,1,3.5,0.5
2768,2,16,338,12,51.81,1,6.0,0.5
2769,1,4,71,2,12.5,1,1.0,0.5
2770,8,3,279,7,26.02,1,3.5,0.5
2771,13,16,171,11,32.13,1,5.5,0.5
2772,15,20,47,21,63.58,1,10.5,0.5
2773,8,21,251,15,35.04,1,7.5,0.5
2774,12,16,183,15,56.87,1,7.5,0.5
2775,12,10,69,6,29.33,1,3.0,0.5
2776,14,20,25,4,23.82,1,2.0,0.5
2777,15,18,178,10,43.6,1,5.0,0.5
2778,15,17,267,9,28.23,1,4.5,0.5
2779,9,4,84,12,26.08,1,6.0,0.5
2780,19,1,78,6,28.75,1,3.0,0.5
2781,20,9,173,4,13.66,1,2.0,0.5
2782,8,1,306,13,44.65,1,6.5,0.5
2783,19,15,279,4,12.06,1,2.0,0.5
2784,6,21,283,2,8.28,1,1.0,0.5
2785,20,17,85,6,18.53,1,3.0,0.5
2786,19,14,360,1,3.41,1,0.5,0.5
2787,4,21,220,8,22.46,1,4.0,0.5
2788,7,21,255,2,7.16,1,1.0,0.5
2789,4,19,227,4,21.09,1,2.0,0.5
2790,12,18,73,10,27.57,1,5.0,0.5
2791,13,12,326,1,5.68,1,0.5,0.5
2792,3,13,360,3,16.52,1,1.5,0.5
2793,12,16,12,5,24.38,1,2.5,0.5
2794,2,11,127,10,34.87,1,5.0,0.5
2795,2,8,71,3,9.43,1,1.5,0.5
2796,9,9,68,2,8.83,1,1.0,0.5
2797,1,1,61,7,16.67,1,3.5,0.5
2798,8,17,224,1,0.84,1,0.5,0.5
2799,6,15,221,12,39.61,1,6.0,0.5
2800,6,18,354,9,18.82,1,4.5,0.5
2801,18,19,239,2,7.83,1,1.0,0.5
2802,17,2,84,1,6.71,1,0.5,0.5
2803,12,21,288,20,45.54,1,10.0,0.5
2804,6,21,160,3,11.08,1,1.5,0.5
2805,8,10,343,9,22.58,1,4.5,0.5
2806,19,9,67,2,10.46,1,1.0,0.5
2807,10,9,40,2,11.09,1,1.0,0.5
2808,1,15,285,1,2.27,1,0.5,0.5
2809,13,18,166,4,17.9,1,2.0,0.5
2810,17,14,311,11,31.16,1,5.5,0.5
2811,3,16,127,2,9.87,1,1.0,0.5
2812,8,13,256,6,20.0,1,3.0,0.5
2813,14,16,332,1,4.97,1,0.5,0.5
2814,3,18,228,16,41.58,1,8.0,0.5
2815,16,15,30,12,37.49,1,6.0,0.5
2816,13,20,249,1,2.79,1,0.5,0.5
2817,20,14,118,3,14.77,1,1.5,0.5
2818,17,21,92,1,1.87,1,0.5,0.5
2819,13,21,215,6,13.69,1,3.0,0.5
2820,6,18,214,2,9.54,1,1.0,0.5
2821,17,19,56,8,40.78,1,4.0,0.5
2822,14,11,92,2,13.33,1,1.0,0.5
2823,17,20,349,4,16.95,1,2.0,0.5
2824,8,4,65,8,39.25,1,4.0,0.5
2825,11,14,127,5,14.29,1,2.5,0.5
2826,20,19,254,6,16.49,1,3.0,0.5
2827,1,19,142,3,10.96,1,1.5,0.5
2828,7,17,273,2,7.76,1,1.0,0.5
2829,17,21,95,3,10.57,1,1.5,0.5
2830,10,19,307,5,19.62,1,2.5,0.5
2831,11,17,225,9,34.45,1,4.5,0.5
2832,9,10,333,5,26.38,1,2.5,0.5
2833,9,20,348,2,7.75,1,1.0,0.5
2834,5,17,210,5,26.51,1,2.5,0.5
2835,17,16,79,4,12.72,1,2.0,0.5
2836,9,19,125,5,23.45,1,2.5,0.5
2837,17,18,216,9,35.96,1,4.5,0.5
2838,19,20,365,3,12.7,1,1.5,0.5
2839,7,17,120,3,15.8,1,1.5,0.5
2840,9,18,104,4,19.07,1,2.0,0.5
2841,7,21,163,4,15.94,1,2.0,0.5
2842,13,15,48,5,17.39,1,2.5,0.5
2843,11,17,190,5,23.92,1,2.5,0.5
2844,14,2,282,1,1.18,1,0.5,0.5
2845,19,15,251,5,21.68,1,2.5,0.5
2846,11,20,180,1,5.29,1,0.5,0.5
2847,13,13,287,1,6.39,1,0.5,0.5
2848,14,13,289,8,30.33,1,4.0,0.5
2849,13,21,343,1,3.08,1,0.5,0.5
2850,1,1,192,9,18.57,1,4.5,0.5
2851,8,4,85,8,29.36,1,4.0,0.5
2852,12,5,63,18,50.3,1,9.0,0.5
2853,19,6,314,1,4.37,1,0.5,0.5
2854,12,19,153,5,23.75,1,2.5,0.5
2855,8,20,113,4,13.37,1,2.0,0.5
2856,8,21,96,1,2.77,1,0.5,0.5
2857,13,15,366,3,13.43,1,1.5,0.5
2858,12,12,8,12,31.67,1,6.0,0.5
2859,16,5,222,13,31.15,1,6.5,0.5
2860,1,2,130,7,26.71,1,3.5,0.5
2861,13,19,102,11,38.81,1,5.5,0.5
2862,7,18,337,5,13.0,1,2.5,0.5
2863,5,21,99,1,4.3,1,0.5,0.5
2864,8,1,225,6,26.42,1,3.0,0.5
2865,14,3,315,2,4.63,1,1.0,0.5
2866,13,15,301,2,10.32,1,1.0,0.5
2867,15,18,194,1,6.97,1,0.5,0.5
2868,17,20,238,16,69.17,1,8.0,0.5
2869,15,15,278,4,20.02,1,2.0,0.5
2870,20,12,282,3,9.66,1,1.5,0.5
2871,18,7,46,13,34.89,1,6.5,0.5
2872,18,20,71,5,14.84,1,2.5,0.5
2873,2,20,347,1,5.11,1,0.5,0.5
2874,4,17,174,2,7.16,1,1.0,0.5
2875,1,16,235,1,4.59,1,0.5,0.5
2876,4,17,321,6,25.99,1,3.0,0.5
2877,18,17,330,3,9.64,1,1.5,0.5
2878,5,18,335,7,28.95,1,3.5,0.5
2879,19,1,227,3,10.52,1,1.5,0.5
2880,15,3,171,15,32.62,1,7.5,0.5
2881,8,16,2,7,19.22,1,3.5,0.5
2882,20,15,73,8,19.61,1,4.0,0.5
2883,17,17,222,2,9.57,1,1.0,0.5
2884,1,20,68,5,17.55,1,2.5,0.5
2885,12,5,171,5,12.81,1,2.5,0.5
2886,19,16,28,8,22.47,1,4.0,0.5
2887,15,18,63,1,6.92,1,0.5,0.5
2888,9,3,22,5,22.25,1,2.5,0.5
2889,7,6,129,5,22.66,1,2.5,0.5
2890,2,19,96,7,15.93,1,3.5,0.5
2891,9,9,259,9,24.97,1,4.5,0.5
2892,10,20,350,4,17.98,1,2.0,0.5
2893,2,11,232,2,5.12,1,1.0,0.5
2894,19,2,182,3,17.28,1,1.5,0.5
2895,11,2,296,2,13.87,1,1.0,0.5
2896,13,1,205,6,23.51,1,3.0,0.5
2897,10,20,354,7,32.71,1,3.5,0.5
2898,14,19,194,6,29.66,1,3.0,0.5
2899,18,21,280,12,39.81,1,6.0,0.5
2900,19,21,44,12,51.59,1,6.0,0.5
2901,9,21,84,8,16.96,1,4.0,0.5
2902,7,12,191,6,27.59,1,3.0,0.5
2903,3,7,275,2,7.62,1,1.0,0.5
2904,20,8,348,9,34.63,1,4.5,0.5
2905,6,19,318,6,15.88,1,3.0,0.5
2906,2,16,127,10,29.26,1,5.0,0.5
2907,6,17,54,13,37.4,1,6.5,0.5
2908,3,8,226,4,10.37,1,2.0,0.5
2909,16,21,217,7,28.93,1,3.5,0.5
2910,8,9,356,23,65.13,1,11.5,0.5
2911,2,13,202,1,9.95,1,0.5,0.5
2912,17,7,95,6,30.9,1,3.0,0.5
2913,9,13,51,2,9.3,1,1.0,0.5
2914,12,20,58,2,5.43,1,1.0,0.5
2915,3,18,11,1,3.27,1,0.5,0.5
2916,11,15,316,2,8.83,1,1.0,0.5
2917,1,11,263,7,23.36,1,3.5,0.5
2918,13,21,293,2,6.83,1,1.0,0.5
2919,15,17,39,10,36.06,1,5.0,0.5
2920,5,15,53,12,39.84,1,6.0,0.5
2921,17,7,309,1,1.84,1,0.5,0.5
2922,6,2,142,4,23.75,1,2.0,0.5
2923,11,15,155,3,11.68,1,1.5,0.5
2924,18,10,284,9,20.72,1,4.5,0.5
2925,4,12,308,6,21.26,1,3.0,0.5
2926,3,18,282,6,24.22,1,3.0,0.5
2927,13,6,336,2,8.98,1,1.0,0.5
2928,9,19,22,5,19.39,1,2.5,0.5
2929,6,15,213,3,17.78,1,1.5,0.5
2930,12,12,74,2,11.58,1,1.0,0.5
2931,2,18,68,9,42.08,1,4.5,0.5
2932,3,2,15,7,29.45,1,3.5,0.5
2933,3,15,344,1,4.85,1,0.5,0.5
2934,12,15,18,2,6.62,1,1.0,0.5
2935,15,16,104,2,6.85,1,1.0,0.5
2936,9,1,296,4,18.36,1,2.0,0.5
2937,8,21,216,12,36.64,1,6.0,0.5
2938,11,6,190,7,25.73,1,3.5,0.5
2939,16,15,236,2,10.82,1,1.0,0.5
2940,4,5,315,1,5.03,1,0.5,0.5
2941,1,19,365,4,15.27,1,2.0,0.5
2942,7,8,267,6,13.03,1,3.0,0.5
2943,2,16,344,4,15.98,1,2.0,0.5
2944,5,3,181,1,1.3,1,0.5,0.5
2945,7,19,202,4,10.88,1,2.0,0.5
2946,4,16,196,1,8.44,1,0.5,0.5
2947,5,18,197,6,32.87,1,3.0,0.5
2948,1,17,336,2,8.04,1,1.0,0.5
2949,1,19,221,10,31.93,1,5.0,0.5
2950,15,17,171,1,2.86,1,0.5,0.5
2951,20,18,136,4,11.8,1,2.0,0.5
2952,19,16,266,4,21.58,1,2.0,0.5
2953,10,9,82,7,29.74,1,3.5,0.5
2954,18,18,270,9,29.07,1,4.5,0.5
2955,3,8,288,16,44.01,1,8.0,0.5
2956,11,11,281,1,9.66,1,0.5,0.5
2957,15,2,274,4,19.57,1,2.0,0.5
2958,11,20,342,2,4.98,1,1.0,0.5
2959,17,5,145,7,29.67,1,3.5,0.5
2960,17,5,260,14,34.27,1,7.0,0.5
